"UF";"Município";"Ano";"Transferência";"Valor Consolidado";"Código IBGE";"Código SIAFI"
"CE";"Croatá";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$9.122,25";"2304236";"1241"
"CE";"Croatá";"2023";"AJUSTE FUNDEB - FPE";"-R$669,62";"2304236";"1241"
"CE";"Croatá";"2023";"AJUSTE FUNDEB - FPM";"-R$492,86";"2304236";"1241"
"CE";"Croatá";"2023";"AJUSTE FUNDEB - ICME";"-R$926,28";"2304236";"1241"
"CE";"Croatá";"2023";"AJUSTE FUNDEB - IPIE";"-R$2,95";"2304236";"1241"
"CE";"Croatá";"2023";"AJUSTE FUNDEB - IPVA";"-R$148,92";"2304236";"1241"
"CE";"Croatá";"2023";"AJUSTE FUNDEB - ITCMD";"-R$6,44";"2304236";"1241"
"CE";"Croatá";"2023";"AJUSTE FUNDEB - ITR";"-R$0,09";"2304236";"1241"
"CE";"Croatá";"2023";"FUNDEB - COUN VAAF";"R$6.429.441,49";"2304236";"1241"
"CE";"Croatá";"2023";"FUNDEB - COUN VAAT";"R$8.589.421,92";"2304236";"1241"
"CE";"Croatá";"2023";"FUNDEB - FPE";"R$5.095.948,52";"2304236";"1241"
"CE";"Croatá";"2023";"FUNDEB - FPM";"R$3.761.726,05";"2304236";"1241"
"CE";"Croatá";"2023";"FUNDEB - ICMS";"R$7.840.923,48";"2304236";"1241"
"CE";"Croatá";"2023";"FUNDEB - IPI-EXP";"R$24.769,30";"2304236";"1241"
"CE";"Croatá";"2023";"FUNDEB - IPVA";"R$837.361,36";"2304236";"1241"
"CE";"Croatá";"2023";"FUNDEB - ITCMD";"R$50.516,34";"2304236";"1241"
"CE";"Croatá";"2023";"FUNDEB - ITR";"R$1.535,48";"2304236";"1241"
"CE";"Cruz";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$475.966,62";"2304251";"1589"
"CE";"Cruz";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$12.937,11";"2304251";"1589"
"CE";"Cruz";"2023";"AJUSTE FUNDEB - FPE";"-R$974,34";"2304251";"1589"
"CE";"Cruz";"2023";"AJUSTE FUNDEB - FPM";"-R$717,03";"2304251";"1589"
"CE";"Cruz";"2023";"AJUSTE FUNDEB - ICME";"-R$1.347,65";"2304251";"1589"
"CE";"Cruz";"2023";"AJUSTE FUNDEB - IPIE";"-R$4,36";"2304251";"1589"
"CE";"Cruz";"2023";"AJUSTE FUNDEB - IPVA";"-R$216,68";"2304251";"1589"
"CE";"Cruz";"2023";"AJUSTE FUNDEB - ITCMD";"-R$9,34";"2304251";"1589"
"CE";"Cruz";"2023";"AJUSTE FUNDEB - ITR";"-R$0,12";"2304251";"1589"
"CE";"Cruz";"2023";"FUNDEB - COUN VAAF";"R$9.265.589,64";"2304251";"1589"
"CE";"Cruz";"2023";"FUNDEB - COUN VAAR";"R$769.331,48";"2304251";"1589"
"CE";"Cruz";"2023";"FUNDEB - COUN VAAT";"R$13.044.090,57";"2304251";"1589"
"CE";"Cruz";"2023";"FUNDEB - FPE";"R$7.414.455,02";"2304251";"1589"
"CE";"Cruz";"2023";"FUNDEB - FPM";"R$5.473.200,60";"2304251";"1589"
"CE";"Cruz";"2023";"FUNDEB - ICMS";"R$11.395.545,34";"2304251";"1589"
"CE";"Cruz";"2023";"FUNDEB - IPI-EXP";"R$36.038,66";"2304251";"1589"
"CE";"Cruz";"2023";"FUNDEB - IPVA";"R$1.218.168,07";"2304251";"1589"
"CE";"Cruz";"2023";"FUNDEB - ITCMD";"R$72.896,43";"2304251";"1589"
"CE";"Cruz";"2023";"FUNDEB - ITR";"R$2.231,07";"2304251";"1589"
"CE";"Deputado Irapuan Pinheiro";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$134.105,68";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$3.071,91";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"AJUSTE FUNDEB - FPE";"-R$260,77";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"AJUSTE FUNDEB - FPM";"-R$191,86";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"AJUSTE FUNDEB - ICME";"-R$360,75";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"AJUSTE FUNDEB - IPIE";"-R$1,14";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"AJUSTE FUNDEB - IPVA";"-R$57,99";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"AJUSTE FUNDEB - ITCMD";"-R$2,48";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"AJUSTE FUNDEB - ITR";"-R$0,02";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"FUNDEB - COUN VAAF";"R$2.443.425,07";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"FUNDEB - COUN VAAT";"R$3.532.624,05";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"FUNDEB - FPE";"R$1.984.414,48";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"FUNDEB - FPM";"R$1.464.854,51";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"FUNDEB - ICMS";"R$3.044.696,15";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"FUNDEB - IPI-EXP";"R$9.645,38";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"FUNDEB - IPVA";"R$325.963,45";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"FUNDEB - ITCMD";"R$19.263,27";"2304269";"1243"
"CE";"Deputado Irapuan Pinheiro";"2023";"FUNDEB - ITR";"R$595,94";"2304269";"1243"
"CE";"Ererê";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$92.316,04";"2304277";"1245"
"CE";"Ererê";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$2.791,30";"2304277";"1245"
"CE";"Ererê";"2023";"AJUSTE FUNDEB - FPE";"-R$196,48";"2304277";"1245"
"CE";"Ererê";"2023";"AJUSTE FUNDEB - FPM";"-R$144,62";"2304277";"1245"
"CE";"Ererê";"2023";"AJUSTE FUNDEB - ICME";"-R$271,77";"2304277";"1245"
"CE";"Ererê";"2023";"AJUSTE FUNDEB - IPIE";"-R$0,85";"2304277";"1245"
"CE";"Ererê";"2023";"AJUSTE FUNDEB - IPVA";"-R$43,70";"2304277";"1245"
"CE";"Ererê";"2023";"AJUSTE FUNDEB - ITCMD";"-R$1,89";"2304277";"1245"
"CE";"Ererê";"2023";"AJUSTE FUNDEB - ITR";"-R$0,04";"2304277";"1245"
"CE";"Ererê";"2023";"FUNDEB - COUN VAAF";"R$1.888.374,68";"2304277";"1245"
"CE";"Ererê";"2023";"FUNDEB - COUN VAAT";"R$2.672.490,48";"2304277";"1245"
"CE";"Ererê";"2023";"FUNDEB - FPE";"R$1.495.190,79";"2304277";"1245"
"CE";"Ererê";"2023";"FUNDEB - FPM";"R$1.103.719,57";"2304277";"1245"
"CE";"Ererê";"2023";"FUNDEB - ICMS";"R$2.300.864,01";"2304277";"1245"
"CE";"Ererê";"2023";"FUNDEB - IPI-EXP";"R$7.267,51";"2304277";"1245"
"CE";"Ererê";"2023";"FUNDEB - IPVA";"R$245.691,97";"2304277";"1245"
"CE";"Ererê";"2023";"FUNDEB - ITCMD";"R$14.834,95";"2304277";"1245"
"CE";"Ererê";"2023";"FUNDEB - ITR";"R$450,57";"2304277";"1245"
"CE";"Eusébio";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$1.021.260,28";"2304285";"1247"
"CE";"Eusébio";"2023";"AJUSTE FUNDEB - FPE";"-R$2.233,18";"2304285";"1247"
"CE";"Eusébio";"2023";"AJUSTE FUNDEB - FPM";"-R$1.643,40";"2304285";"1247"
"CE";"Eusébio";"2023";"AJUSTE FUNDEB - ICME";"-R$3.088,95";"2304285";"1247"
"CE";"Eusébio";"2023";"AJUSTE FUNDEB - IPIE";"-R$9,85";"2304285";"1247"
"CE";"Eusébio";"2023";"AJUSTE FUNDEB - IPVA";"-R$496,66";"2304285";"1247"
"CE";"Eusébio";"2023";"AJUSTE FUNDEB - ITCMD";"-R$21,43";"2304285";"1247"
"CE";"Eusébio";"2023";"AJUSTE FUNDEB - ITR";"-R$0,30";"2304285";"1247"
"CE";"Eusébio";"2023";"FUNDEB - COUN VAAF";"R$21.614.110,03";"2304285";"1247"
"CE";"Eusébio";"2023";"FUNDEB - COUN VAAR";"R$986.001,42";"2304285";"1247"
"CE";"Eusébio";"2023";"FUNDEB - FPE";"R$16.993.696,24";"2304285";"1247"
"CE";"Eusébio";"2023";"FUNDEB - FPM";"R$12.544.402,60";"2304285";"1247"
"CE";"Eusébio";"2023";"FUNDEB - ICMS";"R$26.172.372,23";"2304285";"1247"
"CE";"Eusébio";"2023";"FUNDEB - IPI-EXP";"R$82.599,37";"2304285";"1247"
"CE";"Eusébio";"2023";"FUNDEB - IPVA";"R$2.792.715,02";"2304285";"1247"
"CE";"Eusébio";"2023";"FUNDEB - ITCMD";"R$169.634,92";"2304285";"1247"
"CE";"Eusébio";"2023";"FUNDEB - ITR";"R$5.126,18";"2304285";"1247"
"CE";"Farias Brito";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$266.651,31";"2304301";"1387"
"CE";"Farias Brito";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$7.649,03";"2304301";"1387"
"CE";"Farias Brito";"2023";"AJUSTE FUNDEB - FPE";"-R$558,06";"2304301";"1387"
"CE";"Farias Brito";"2023";"AJUSTE FUNDEB - FPM";"-R$410,65";"2304301";"1387"
"CE";"Farias Brito";"2023";"AJUSTE FUNDEB - ICME";"-R$771,92";"2304301";"1387"
"CE";"Farias Brito";"2023";"AJUSTE FUNDEB - IPIE";"-R$2,50";"2304301";"1387"
"CE";"Farias Brito";"2023";"AJUSTE FUNDEB - IPVA";"-R$124,13";"2304301";"1387"
"CE";"Farias Brito";"2023";"AJUSTE FUNDEB - ITCMD";"-R$5,33";"2304301";"1387"
"CE";"Farias Brito";"2023";"AJUSTE FUNDEB - ITR";"-R$0,06";"2304301";"1387"
"CE";"Farias Brito";"2023";"FUNDEB - COUN VAAF";"R$5.339.273,63";"2304301";"1387"
"CE";"Farias Brito";"2023";"FUNDEB - COUN VAAT";"R$5.345.549,46";"2304301";"1387"
"CE";"Farias Brito";"2023";"FUNDEB - FPE";"R$4.246.687,09";"2304301";"1387"
"CE";"Farias Brito";"2023";"FUNDEB - FPM";"R$3.134.818,48";"2304301";"1387"
"CE";"Farias Brito";"2023";"FUNDEB - ICMS";"R$6.531.523,23";"2304301";"1387"
"CE";"Farias Brito";"2023";"FUNDEB - IPI-EXP";"R$20.641,44";"2304301";"1387"
"CE";"Farias Brito";"2023";"FUNDEB - IPVA";"R$697.776,28";"2304301";"1387"
"CE";"Farias Brito";"2023";"FUNDEB - ITCMD";"R$41.971,03";"2304301";"1387"
"CE";"Farias Brito";"2023";"FUNDEB - ITR";"R$1.278,95";"2304301";"1387"
"CE";"Forquilha";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$294.080,05";"2304350";"1591"
"CE";"Forquilha";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$8.647,07";"2304350";"1591"
"CE";"Forquilha";"2023";"AJUSTE FUNDEB - FPE";"-R$621,84";"2304350";"1591"
"CE";"Forquilha";"2023";"AJUSTE FUNDEB - FPM";"-R$457,59";"2304350";"1591"
"CE";"Forquilha";"2023";"AJUSTE FUNDEB - ICME";"-R$860,16";"2304350";"1591"
"CE";"Forquilha";"2023";"AJUSTE FUNDEB - IPIE";"-R$2,73";"2304350";"1591"
"CE";"Forquilha";"2023";"AJUSTE FUNDEB - IPVA";"-R$138,31";"2304350";"1591"
"CE";"Forquilha";"2023";"AJUSTE FUNDEB - ITCMD";"-R$5,97";"2304350";"1591"
"CE";"Forquilha";"2023";"AJUSTE FUNDEB - ITR";"-R$0,08";"2304350";"1591"
"CE";"Forquilha";"2023";"FUNDEB - COUN VAAF";"R$5.966.048,17";"2304350";"1591"
"CE";"Forquilha";"2023";"FUNDEB - COUN VAAT";"R$6.959.650,60";"2304350";"1591"
"CE";"Forquilha";"2023";"FUNDEB - FPE";"R$4.732.056,89";"2304350";"1591"
"CE";"Forquilha";"2023";"FUNDEB - FPM";"R$3.493.108,57";"2304350";"1591"
"CE";"Forquilha";"2023";"FUNDEB - ICMS";"R$7.280.405,09";"2304350";"1591"
"CE";"Forquilha";"2023";"FUNDEB - IPI-EXP";"R$23.000,57";"2304350";"1591"
"CE";"Forquilha";"2023";"FUNDEB - IPVA";"R$777.558,98";"2304350";"1591"
"CE";"Forquilha";"2023";"FUNDEB - ITCMD";"R$46.880,07";"2304350";"1591"
"CE";"Forquilha";"2023";"FUNDEB - ITR";"R$1.425,68";"2304350";"1591"
"CE";"Fortaleza";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$19.775.394,02";"2304400";"1389"
"CE";"Fortaleza";"2023";"AJUSTE FUNDEB - FPE";"-R$41.848,88";"2304400";"1389"
"CE";"Fortaleza";"2023";"AJUSTE FUNDEB - FPM";"-R$30.797,18";"2304400";"1389"
"CE";"Fortaleza";"2023";"AJUSTE FUNDEB - ICME";"-R$57.885,09";"2304400";"1389"
"CE";"Fortaleza";"2023";"AJUSTE FUNDEB - IPIE";"-R$185,61";"2304400";"1389"
"CE";"Fortaleza";"2023";"AJUSTE FUNDEB - IPVA";"-R$9.307,96";"2304400";"1389"
"CE";"Fortaleza";"2023";"AJUSTE FUNDEB - ITCMD";"-R$401,59";"2304400";"1389"
"CE";"Fortaleza";"2023";"AJUSTE FUNDEB - ITR";"-R$5,79";"2304400";"1389"
"CE";"Fortaleza";"2023";"FUNDEB - COUN VAAF";"R$401.588.229,45";"2304400";"1389"
"CE";"Fortaleza";"2023";"FUNDEB - COUN VAAR";"R$31.089.687,99";"2304400";"1389"
"CE";"Fortaleza";"2023";"FUNDEB - FPE";"R$318.458.271,63";"2304400";"1389"
"CE";"Fortaleza";"2023";"FUNDEB - FPM";"R$235.079.449,56";"2304400";"1389"
"CE";"Fortaleza";"2023";"FUNDEB - ICMS";"R$489.969.320,96";"2304400";"1389"
"CE";"Fortaleza";"2023";"FUNDEB - IPI-EXP";"R$1.547.895,20";"2304400";"1389"
"CE";"Fortaleza";"2023";"FUNDEB - IPVA";"R$52.328.370,90";"2304400";"1389"
"CE";"Fortaleza";"2023";"FUNDEB - ITCMD";"R$3.155.511,70";"2304400";"1389"
"CE";"Fortaleza";"2023";"FUNDEB - ITR";"R$95.948,50";"2304400";"1389"
"CE";"Fortim";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$218.021,98";"2304459";"987"
"CE";"Fortim";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$5.915,13";"2304459";"987"
"CE";"Fortim";"2023";"AJUSTE FUNDEB - FPE";"-R$448,63";"2304459";"987"
"CE";"Fortim";"2023";"AJUSTE FUNDEB - FPM";"-R$330,13";"2304459";"987"
"CE";"Fortim";"2023";"AJUSTE FUNDEB - ICME";"-R$620,55";"2304459";"987"
"CE";"Fortim";"2023";"AJUSTE FUNDEB - IPIE";"-R$1,99";"2304459";"987"
"CE";"Fortim";"2023";"AJUSTE FUNDEB - IPVA";"-R$99,77";"2304459";"987"
"CE";"Fortim";"2023";"AJUSTE FUNDEB - ITCMD";"-R$4,30";"2304459";"987"
"CE";"Fortim";"2023";"AJUSTE FUNDEB - ITR";"-R$0,07";"2304459";"987"
"CE";"Fortim";"2023";"FUNDEB - COUN VAAF";"R$4.272.151,48";"2304459";"987"
"CE";"Fortim";"2023";"FUNDEB - COUN VAAT";"R$2.367.056,46";"2304459";"987"
"CE";"Fortim";"2023";"FUNDEB - FPE";"R$3.413.763,90";"2304459";"987"
"CE";"Fortim";"2023";"FUNDEB - FPM";"R$2.519.971,39";"2304459";"987"
"CE";"Fortim";"2023";"FUNDEB - ICMS";"R$5.247.610,56";"2304459";"987"
"CE";"Fortim";"2023";"FUNDEB - IPI-EXP";"R$16.592,91";"2304459";"987"
"CE";"Fortim";"2023";"FUNDEB - IPVA";"R$560.880,51";"2304459";"987"
"CE";"Fortim";"2023";"FUNDEB - ITCMD";"R$33.604,23";"2304459";"987"
"CE";"Fortim";"2023";"FUNDEB - ITR";"R$1.027,45";"2304459";"987"
"CE";"Frecheirinha";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$263.186,65";"2304509";"1391"
"CE";"Frecheirinha";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$7.098,09";"2304509";"1391"
"CE";"Frecheirinha";"2023";"AJUSTE FUNDEB - FPE";"-R$538,32";"2304509";"1391"
"CE";"Frecheirinha";"2023";"AJUSTE FUNDEB - FPM";"-R$396,25";"2304509";"1391"
"CE";"Frecheirinha";"2023";"AJUSTE FUNDEB - ICME";"-R$744,66";"2304509";"1391"
"CE";"Frecheirinha";"2023";"AJUSTE FUNDEB - IPIE";"-R$2,38";"2304509";"1391"
"CE";"Frecheirinha";"2023";"AJUSTE FUNDEB - IPVA";"-R$119,83";"2304509";"1391"
"CE";"Frecheirinha";"2023";"AJUSTE FUNDEB - ITCMD";"-R$5,17";"2304509";"1391"
"CE";"Frecheirinha";"2023";"AJUSTE FUNDEB - ITR";"-R$0,08";"2304509";"1391"
"CE";"Frecheirinha";"2023";"FUNDEB - COUN VAAF";"R$5.118.432,36";"2304509";"1391"
"CE";"Frecheirinha";"2023";"FUNDEB - COUN VAAT";"R$6.289.537,50";"2304509";"1391"
"CE";"Frecheirinha";"2023";"FUNDEB - FPE";"R$4.096.712,06";"2304509";"1391"
"CE";"Frecheirinha";"2023";"FUNDEB - FPM";"R$3.024.109,96";"2304509";"1391"
"CE";"Frecheirinha";"2023";"FUNDEB - ICMS";"R$6.296.229,69";"2304509";"1391"
"CE";"Frecheirinha";"2023";"FUNDEB - IPI-EXP";"R$19.912,44";"2304509";"1391"
"CE";"Frecheirinha";"2023";"FUNDEB - IPVA";"R$673.072,86";"2304509";"1391"
"CE";"Frecheirinha";"2023";"FUNDEB - ITCMD";"R$40.270,12";"2304509";"1391"
"CE";"Frecheirinha";"2023";"FUNDEB - ITR";"R$1.232,73";"2304509";"1391"
"CE";"General Sampaio";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$154.282,07";"2304608";"1393"
"CE";"General Sampaio";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$4.350,21";"2304608";"1393"
"CE";"General Sampaio";"2023";"AJUSTE FUNDEB - FPE";"-R$320,91";"2304608";"1393"
"CE";"General Sampaio";"2023";"AJUSTE FUNDEB - FPM";"-R$236,22";"2304608";"1393"
"CE";"General Sampaio";"2023";"AJUSTE FUNDEB - ICME";"-R$443,89";"2304608";"1393"
"CE";"General Sampaio";"2023";"AJUSTE FUNDEB - IPIE";"-R$1,43";"2304608";"1393"
"CE";"General Sampaio";"2023";"AJUSTE FUNDEB - IPVA";"-R$71,32";"2304608";"1393"
"CE";"General Sampaio";"2023";"AJUSTE FUNDEB - ITCMD";"-R$3,07";"2304608";"1393"
"CE";"General Sampaio";"2023";"AJUSTE FUNDEB - ITR";"-R$0,05";"2304608";"1393"
"CE";"General Sampaio";"2023";"FUNDEB - COUN VAAF";"R$3.065.125,59";"2304608";"1393"
"CE";"General Sampaio";"2023";"FUNDEB - COUN VAAR";"R$108.329,65";"2304608";"1393"
"CE";"General Sampaio";"2023";"FUNDEB - COUN VAAT";"R$4.102.033,03";"2304608";"1393"
"CE";"General Sampaio";"2023";"FUNDEB - FPE";"R$2.441.993,01";"2304608";"1393"
"CE";"General Sampaio";"2023";"FUNDEB - FPM";"R$1.802.629,83";"2304608";"1393"
"CE";"General Sampaio";"2023";"FUNDEB - ICMS";"R$3.755.116,06";"2304608";"1393"
"CE";"General Sampaio";"2023";"FUNDEB - IPI-EXP";"R$11.869,53";"2304608";"1393"
"CE";"General Sampaio";"2023";"FUNDEB - IPVA";"R$401.235,92";"2304608";"1393"
"CE";"General Sampaio";"2023";"FUNDEB - ITCMD";"R$24.099,96";"2304608";"1393"
"CE";"General Sampaio";"2023";"FUNDEB - ITR";"R$735,28";"2304608";"1393"
"CE";"Graça";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$311.776,81";"2304657";"1249"
"CE";"Graça";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$9.098,33";"2304657";"1249"
"CE";"Graça";"2023";"AJUSTE FUNDEB - FPE";"-R$663,83";"2304657";"1249"
"CE";"Graça";"2023";"AJUSTE FUNDEB - FPM";"-R$488,48";"2304657";"1249"
"CE";"Graça";"2023";"AJUSTE FUNDEB - ICME";"-R$918,18";"2304657";"1249"
"CE";"Graça";"2023";"AJUSTE FUNDEB - IPIE";"-R$2,94";"2304657";"1249"
"CE";"Graça";"2023";"AJUSTE FUNDEB - IPVA";"-R$147,71";"2304657";"1249"
"CE";"Graça";"2023";"AJUSTE FUNDEB - ITCMD";"-R$6,35";"2304657";"1249"
"CE";"Graça";"2023";"AJUSTE FUNDEB - ITR";"-R$0,10";"2304657";"1249"
"CE";"Graça";"2023";"FUNDEB - COUN VAAF";"R$6.380.385,51";"2304657";"1249"
"CE";"Graça";"2023";"FUNDEB - COUN VAAR";"R$498.535,63";"2304657";"1249"
"CE";"Graça";"2023";"FUNDEB - COUN VAAT";"R$4.335.796,20";"2304657";"1249"
"CE";"Graça";"2023";"FUNDEB - FPE";"R$5.051.439,11";"2304657";"1249"
"CE";"Graça";"2023";"FUNDEB - FPM";"R$3.728.870,08";"2304657";"1249"
"CE";"Graça";"2023";"FUNDEB - ICMS";"R$7.773.456,58";"2304657";"1249"
"CE";"Graça";"2023";"FUNDEB - IPI-EXP";"R$24.552,96";"2304657";"1249"
"CE";"Graça";"2023";"FUNDEB - IPVA";"R$830.061,12";"2304657";"1249"
"CE";"Graça";"2023";"FUNDEB - ITCMD";"R$50.123,19";"2304657";"1249"
"CE";"Graça";"2023";"FUNDEB - ITR";"R$1.522,30";"2304657";"1249"
"CE";"Granja";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$870.576,15";"2304707";"1395"
"CE";"Granja";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$23.243,82";"2304707";"1395"
"CE";"Granja";"2023";"AJUSTE FUNDEB - FPE";"-R$1.778,07";"2304707";"1395"
"CE";"Granja";"2023";"AJUSTE FUNDEB - FPM";"-R$1.308,50";"2304707";"1395"
"CE";"Granja";"2023";"AJUSTE FUNDEB - ICME";"-R$2.459,39";"2304707";"1395"
"CE";"Granja";"2023";"AJUSTE FUNDEB - IPIE";"-R$7,87";"2304707";"1395"
"CE";"Granja";"2023";"AJUSTE FUNDEB - IPVA";"-R$395,44";"2304707";"1395"
"CE";"Granja";"2023";"AJUSTE FUNDEB - ITCMD";"-R$17,06";"2304707";"1395"
"CE";"Granja";"2023";"AJUSTE FUNDEB - ITR";"-R$0,22";"2304707";"1395"
"CE";"Granja";"2023";"FUNDEB - COUN VAAF";"R$16.897.589,27";"2304707";"1395"
"CE";"Granja";"2023";"FUNDEB - COUN VAAT";"R$21.090.238,64";"2304707";"1395"
"CE";"Granja";"2023";"FUNDEB - FPE";"R$13.530.374,92";"2304707";"1395"
"CE";"Granja";"2023";"FUNDEB - FPM";"R$9.987.848,83";"2304707";"1395"
"CE";"Granja";"2023";"FUNDEB - ICMS";"R$20.793.768,66";"2304707";"1395"
"CE";"Granja";"2023";"FUNDEB - IPI-EXP";"R$65.765,64";"2304707";"1395"
"CE";"Granja";"2023";"FUNDEB - IPVA";"R$2.222.971,01";"2304707";"1395"
"CE";"Granja";"2023";"FUNDEB - ITCMD";"R$132.952,54";"2304707";"1395"
"CE";"Granja";"2023";"FUNDEB - ITR";"R$4.071,10";"2304707";"1395"
"CE";"Granjeiro";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$79.819,51";"2304806";"1397"
"CE";"Granjeiro";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$2.439,54";"2304806";"1397"
"CE";"Granjeiro";"2023";"AJUSTE FUNDEB - FPE";"-R$170,98";"2304806";"1397"
"CE";"Granjeiro";"2023";"AJUSTE FUNDEB - FPM";"-R$125,82";"2304806";"1397"
"CE";"Granjeiro";"2023";"AJUSTE FUNDEB - ICME";"-R$236,48";"2304806";"1397"
"CE";"Granjeiro";"2023";"AJUSTE FUNDEB - IPIE";"-R$0,76";"2304806";"1397"
"CE";"Granjeiro";"2023";"AJUSTE FUNDEB - IPVA";"-R$38,07";"2304806";"1397"
"CE";"Granjeiro";"2023";"AJUSTE FUNDEB - ITCMD";"-R$1,65";"2304806";"1397"
"CE";"Granjeiro";"2023";"AJUSTE FUNDEB - ITR";"-R$0,06";"2304806";"1397"
"CE";"Granjeiro";"2023";"FUNDEB - COUN VAAF";"R$1.645.917,92";"2304806";"1397"
"CE";"Granjeiro";"2023";"FUNDEB - COUN VAAT";"R$1.040.453,40";"2304806";"1397"
"CE";"Granjeiro";"2023";"FUNDEB - FPE";"R$1.301.032,02";"2304806";"1397"
"CE";"Granjeiro";"2023";"FUNDEB - FPM";"R$960.395,47";"2304806";"1397"
"CE";"Granjeiro";"2023";"FUNDEB - ICMS";"R$2.002.479,59";"2304806";"1397"
"CE";"Granjeiro";"2023";"FUNDEB - IPI-EXP";"R$6.323,81";"2304806";"1397"
"CE";"Granjeiro";"2023";"FUNDEB - IPVA";"R$213.792,68";"2304806";"1397"
"CE";"Granjeiro";"2023";"FUNDEB - ITCMD";"R$12.927,23";"2304806";"1397"
"CE";"Granjeiro";"2023";"FUNDEB - ITR";"R$392,21";"2304806";"1397"
"CE";"Groaíras";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAF";"R$159.425,28";"2304905";"1399"
"CE";"Groaíras";"2023";"AJUSTE FUNDEB - AJUSTE FUNDEB VAAT";"-R$4.674,85";"2304905";"1399"
"CE";"Groaíras";"2023";"AJUSTE FUNDEB - FPE";"-R$335,86";"2304905";"1399"
"CE";"Groaíras";"2023";"AJUSTE FUNDEB - FPM";"-R$247,17";"2304905";"1399"
"CE";"Groaíras";"2023";"AJUSTE FUNDEB - ICME";"-R$464,63";"2304905";"1399"
"CE";"Groaíras";"2023";"AJUSTE FUNDEB - IPIE";"-R$1,47";"2304905";"1399"
"CE";"Groaíras";"2023";"AJUSTE FUNDEB - IPVA";"-R$74,71";"2304905";"1399"
"CE";"Groaíras";"2023";"AJUSTE FUNDEB - ITCMD";"-R$3,21";"2304905";"1399"
"CE";"Groaíras";"2023";"AJUSTE FUNDEB - ITR";"-R$0,05";"2304905";"1399"
"CE";"Groaíras";"2023";"FUNDEB - COUN VAAF";"R$3.219.362,79";"2304905";"1399"
"CE";"Groaíras";"2023";"FUNDEB - COUN VAAT";"R$2.453.665,07";"2304905";"1399"
"CE";"Groaíras";"2023";"FUNDEB - FPE";"R$2.555.980,50";"2304905";"1399"
"CE";"Groaíras";"2023";"FUNDEB - FPM";"R$1.886.773,06";"2304905";"1399"
"CE";"Groaíras";"2023";"FUNDEB - ICMS";"R$3.931.998,06";"2304905";"1399"
"CE";"Groaíras";"2023";"FUNDEB - IPI-EXP";"R$12.423,56";"2304905";"1399"
